,veh_value,exposure,clm,numclaims,claimcst0,veh_body,veh_age,gender,area,agecat
457,4800,0.908966461,0,0,0,SEDAN,4,F,C,2
458,33000,0.906228611,1,1,2349.349999,STNWG,2,M,A,5
459,14900,0.908966461,0,0,0,SEDAN,3,M,E,6
460,15500,0.65982204,0,0,0,HDTOP,4,M,C,6
461,61800,0.027378508,0,0,0,CONVT,4,M,A,4
462,6200,0.908966461,1,1,367.7299995,STNWG,4,M,C,6
463,13000,0.224503765,0,0,0,HBACK,2,F,A,2
464,17700,0.087611225,0,0,0,HBACK,3,M,B,6
465,65600,0.908966461,0,0,0,STNWG,1,F,E,5
466,18500,0.906228611,0,0,0,SEDAN,2,M,B,5
467,10500,0.906228611,0,0,0,HBACK,2,F,E,6
468,9100,0.911704312,0,0,0,SEDAN,4,F,F,5
469,15100,0.911704312,0,0,0,STNWG,4,M,B,4
470,14600,0.221765914,0,0,0,HBACK,1,F,A,1
471,50800,0.084873374,0,0,0,HDTOP,1,M,E,4
472,40900,0.906228611,0,0,0,STNWG,2,M,B,4
473,4400,0.093086927,0,0,0,SEDAN,4,M,D,5
474,41100,0.895277207,0,0,0,STNWG,3,F,C,3
475,31000,0.999315537,0,0,0,STNWG,3,M,D,4
476,21600,0.906228611,0,0,0,SEDAN,1,F,A,4
477,17000,0.481861739,0,0,0,SEDAN,2,F,F,6
478,6000,0.093086927,0,0,0,SEDAN,4,F,A,6
479,8600,0.906228611,0,0,0,SEDAN,4,M,E,4
480,25400,0.908966461,0,0,0,STNWG,3,M,B,4
481,22000,0.911704312,0,0,0,SEDAN,2,M,D,6
482,7800,0.27926078,0,0,0,HBACK,4,F,C,4
483,16300,0.889801506,0,0,0,STNWG,4,M,C,4
484,30000,0.002737851,0,0,0,HDTOP,1,M,B,1
485,8900,0.095824778,0,0,0,SEDAN,4,F,E,2
486,9000,0.911704312,0,0,0,HBACK,4,M,A,5
487,39600,0.224503765,0,0,0,STNWG,2,M,E,2
488,9500,0.027378508,0,0,0,SEDAN,3,F,A,2
489,17400,0.906228611,0,0,0,HBACK,2,F,B,3
490,18900,0.911704312,0,0,0,UTE,3,M,E,5
491,15100,0.999315537,0,0,0,HBACK,3,F,C,4
492,16400,0.892539357,0,0,0,SEDAN,2,M,B,6
493,17400,0.906228611,0,0,0,SEDAN,2,F,A,6
494,5400,0.911704312,0,0,0,SEDAN,4,F,D,6
495,12000,0.911704312,0,0,0,SEDAN,3,F,A,4
496,12900,0.908966461,0,0,0,SEDAN,3,M,D,6
497,19200,0.906228611,0,0,0,HDTOP,4,M,A,1
498,41800,0.848733744,0,0,0,STNWG,2,F,A,5
499,17400,0.093086927,0,0,0,HBACK,2,M,A,4
500,3900,0.908966461,0,0,0,HBACK,4,F,C,5
501,18900,0.908966461,0,0,0,PANVN,2,M,C,5
502,3700,0.848733744,0,0,0,HBACK,4,F,B,5
503,16835,0.574948665,0,0,0,HBACK,1,M,E,1
504,16000,0.911704312,0,0,0,SEDAN,3,F,A,4
505,40900,0.911704312,0,0,0,STNWG,2,F,F,3
506,8400,0.906228611,0,0,0,SEDAN,3,M,A,3
507,13900,0.607802875,0,0,0,STNWG,4,F,D,4
508,10300,0.908966461,0,0,0,HBACK,4,F,B,4
509,12900,0.087611225,0,0,0,SEDAN,3,F,A,2
510,6200,0.908966461,0,0,0,STNWG,4,M,B,3
511,9900,0.999315537,0,0,0,TRUCK,4,M,C,5
512,17600,0.542094456,0,0,0,SEDAN,2,F,C,6
513,29100,0.65982204,0,0,0,STNWG,1,M,B,5
514,8400,0.224503765,0,0,0,SEDAN,3,F,C,3
515,43000,0.342231348,0,0,0,STNWG,3,M,A,4
516,12400,0.908966461,0,0,0,HBACK,3,F,B,3
517,4100,0.908966461,0,0,0,SEDAN,4,M,B,3
518,13700,0.098562628,0,0,0,HBACK,1,F,A,3
519,15700,0.117727584,0,0,0,HBACK,2,F,C,4
520,17100,0.454483231,0,0,0,STNWG,3,M,D,6
521,12800,0.911704312,0,0,0,STNWG,3,F,C,4
522,8900,0.720054757,0,0,0,SEDAN,3,F,D,5
523,24400,0.999315537,0,0,0,SEDAN,1,M,A,4
524,14500,0.336755647,0,0,0,SEDAN,3,F,B,5
525,3900,0.911704312,0,0,0,SEDAN,4,M,E,5
526,10700,0.095824778,0,0,0,HBACK,3,M,A,1
527,23890,0.041067762,0,0,0,HBACK,1,M,B,3
528,8000,0.908966461,0,0,0,PANVN,4,F,B,4
529,7800,0.303901437,0,0,0,STNWG,4,F,A,4
530,6000,0.06844627,0,0,0,HBACK,4,M,B,4
531,6000,0.093086927,0,0,0,SEDAN,4,M,A,6
532,16700,0.908966461,0,0,0,STNWG,4,M,B,5
533,19000,0.087611225,0,0,0,STNWG,2,M,C,5
534,23300,0.643394935,0,0,0,SEDAN,1,F,A,3
535,14300,0.906228611,0,0,0,SEDAN,3,F,B,5
536,4100,0.906228611,0,0,0,HBACK,4,F,B,2
537,13000,0.1724846,0,0,0,HBACK,2,F,C,5
538,40900,0.807665982,0,0,0,UTE,1,F,C,5
539,8200,0.911704312,0,0,0,HBACK,3,M,C,4
540,15100,0.911704312,0,0,0,HBACK,3,M,D,3
541,8000,0.169746749,0,0,0,HBACK,3,M,C,3
542,25100,0.465434634,0,0,0,HBACK,1,M,C,4
543,15700,0.911704312,0,0,0,HBACK,2,F,A,4
544,5700,0.908966461,0,0,0,PANVN,4,F,C,1
545,5100,0.906228611,0,0,0,HBACK,4,M,B,6
546,7300,0.457221081,0,0,0,SEDAN,4,F,B,2
547,7200,0.525667351,0,0,0,HBACK,3,F,A,3
548,3900,0.906228611,0,0,0,SEDAN,4,M,B,6
549,34000,0.525667351,0,0,0,STNWG,2,M,C,3
550,9200,0.752908967,0,0,0,SEDAN,4,F,E,5
551,22340,0.525667351,0,0,0,SEDAN,1,F,C,1
552,16700,0.224503765,0,0,0,HDTOP,4,M,F,3
553,29400,0.194387406,0,0,0,SEDAN,1,M,B,4
554,4100,0.906228611,0,0,0,STNWG,4,M,B,3
555,18500,0.906228611,0,0,0,SEDAN,2,M,B,6
556,7100,0.235455168,0,0,0,HBACK,4,F,D,2
557,8200,0.911704312,0,0,0,HBACK,4,F,A,3
558,31400,0.911704312,0,0,0,STNWG,3,M,A,4
559,20500,0.911704312,0,0,0,STNWG,3,F,B,4
560,15400,0.911704312,0,0,0,SEDAN,2,F,C,1
561,23900,0.908966461,0,0,0,STNWG,3,F,C,3
562,9900,0.906228611,0,0,0,SEDAN,3,F,E,5
563,10600,0.906228611,0,0,0,HBACK,3,F,A,4
564,27700,0.785763176,0,0,0,STNWG,3,F,C,5
565,26400,0.525667351,1,1,462.6999989,UTE,2,F,C,1
566,12900,0.906228611,0,0,0,SEDAN,3,M,D,5
567,20100,0.906228611,0,0,0,SEDAN,2,F,D,3
568,14800,0.906228611,0,0,0,SEDAN,2,F,E,6
569,15100,0.10403833,0,0,0,STNWG,4,F,B,4
570,10600,0.906228611,0,0,0,STNWG,3,M,B,3
571,71990,0.999315537,1,1,782.3599987,STNWG,1,F,C,1
572,10300,0.911704312,0,0,0,HBACK,4,F,C,4
573,3100,0.342231348,0,0,0,HBACK,4,F,C,5
574,28100,0.908966461,0,0,0,STNWG,2,F,A,4
575,13000,0.908966461,0,0,0,SEDAN,3,M,C,3
576,43100,0.744695414,0,0,0,STNWG,2,F,F,2
577,19600,0.908966461,0,0,0,SEDAN,2,F,B,3
578,7300,0.123203285,0,0,0,SEDAN,4,F,E,4
579,17300,0.999315537,0,0,0,HBACK,1,F,C,5
580,13600,0.906228611,0,0,0,SEDAN,3,M,B,3
581,18700,0.999315537,0,0,0,SEDAN,2,F,A,4
582,16500,0.087611225,1,1,353.77,STNWG,4,M,C,5
583,14300,0.246406571,0,0,0,UTE,3,M,A,2
584,65100,0.246406571,0,0,0,STNWG,1,M,A,3
585,5100,0.911704312,1,1,2494.599999,HBACK,4,F,B,6
586,5000,0.906228611,0,0,0,HBACK,4,M,A,6
587,10200,0.911704312,0,0,0,HBACK,3,F,B,5
588,5800,0.911704312,0,0,0,SEDAN,4,M,C,4
589,22900,0.06844627,0,0,0,SEDAN,1,M,C,4
590,23200,0.147843943,0,0,0,STNWG,3,M,C,6
591,6900,0.147843943,0,0,0,PANVN,4,M,A,6
592,42300,0.221765914,0,0,0,STNWG,1,F,A,2
593,33000,0.125941136,0,0,0,SEDAN,1,M,D,6
594,17600,0.147843943,0,0,0,UTE,2,M,D,5
595,34000,0.309377139,0,0,0,STNWG,2,M,A,4
596,10100,0.093086927,0,0,0,STNWG,4,F,C,3
597,5400,0.298425736,0,0,0,HBACK,4,M,C,2
598,3900,0.906228611,0,0,0,SEDAN,4,F,B,2
599,8400,0.906228611,0,0,0,SEDAN,4,M,A,3
600,12900,0.052019165,0,0,0,SEDAN,3,M,B,3
601,29200,0.093086927,0,0,0,STNWG,2,F,A,5
602,29800,0.908966461,0,0,0,UTE,1,M,E,3
603,17490,0.413415469,1,1,13589.78995,HBACK,1,F,A,2
604,9700,0.147843943,0,0,0,SEDAN,3,F,A,5
605,12300,0.911704312,0,0,0,SEDAN,4,F,B,6
606,6700,0.147843943,0,0,0,HBACK,3,M,C,2
607,6900,0.147843943,0,0,0,SEDAN,4,F,D,6
608,8400,0.925393566,0,0,0,HBACK,4,F,A,4
609,13200,0.147843943,0,0,0,STNWG,4,F,D,6
610,35700,0.908966461,0,0,0,UTE,2,M,E,6
611,29700,0.908966461,0,0,0,SEDAN,1,F,C,6
612,66400,0.005475702,0,0,0,STNWG,1,M,A,3
613,3100,0.224503765,0,0,0,HBACK,4,M,D,5
614,4400,0.908966461,0,0,0,STNWG,4,M,B,3
615,9100,0.851471595,0,0,0,HBACK,3,F,A,3
616,4300,0.563997262,0,0,0,HBACK,4,M,C,4
617,8200,0.224503765,0,0,0,UTE,4,M,E,1
618,12000,0.090349076,0,0,0,HBACK,2,M,C,4
619,11500,0.339493498,0,0,0,STNWG,4,F,B,3
620,11100,0.147843943,0,0,0,SEDAN,4,F,C,4
621,15100,0.908966461,0,0,0,STNWG,4,M,E,1
622,13600,0.925393566,0,0,0,STNWG,4,M,B,4
623,10200,0.224503765,0,0,0,PANVN,4,M,C,4
624,17100,0.147843943,0,0,0,SEDAN,2,M,A,6
625,8400,0.906228611,0,0,0,SEDAN,3,M,C,6
626,4500,0.147843943,0,0,0,SEDAN,4,M,C,5
627,9800,0.906228611,0,0,0,SEDAN,3,M,A,6
628,22300,0.147843943,0,0,0,HBACK,1,M,A,6
629,12200,0.147843943,0,0,0,STNWG,4,M,A,5
630,24200,0.147843943,0,0,0,STNWG,3,F,A,3
631,14500,0.180698152,0,0,0,STNWG,4,M,C,2
632,21000,0.027378508,0,0,0,TRUCK,2,F,F,4
633,10300,0.147843943,0,0,0,STNWG,3,F,A,5
634,16400,0.027378508,0,0,0,STNWG,4,F,C,4
635,16300,0.525667351,0,0,0,HBACK,2,M,C,4
636,11500,0.906228611,0,0,0,STNWG,3,M,D,5
637,13500,0.093086927,0,0,0,STNWG,4,M,C,4
638,8500,0.147843943,0,0,0,SEDAN,3,F,A,6
639,20900,0.147843943,0,0,0,STNWG,3,F,F,5
640,14500,0.147843943,0,0,0,UTE,4,M,D,5
641,12900,0.147843943,0,0,0,SEDAN,3,F,A,5
642,15400,0.752908967,0,0,0,SEDAN,3,F,B,4
643,14000,0.917180014,0,0,0,SEDAN,3,F,D,4
644,19500,0.908966461,0,0,0,SEDAN,1,F,B,4
645,8000,0.147843943,0,0,0,UTE,4,M,D,4
646,16300,0.254620123,0,0,0,HDTOP,3,F,C,3
647,15100,0.090349076,0,0,0,SEDAN,3,F,C,4
648,11600,0.911704312,0,0,0,STNWG,4,M,A,3
649,34600,0.238193019,0,0,0,SEDAN,2,M,C,4
650,10900,0.517453799,0,0,0,STNWG,4,F,E,4
651,16400,0.010951403,0,0,0,SEDAN,2,F,A,5
652,18800,0.090349076,0,0,0,STNWG,3,F,D,2
653,11600,0.087611225,0,0,0,MIBUS,4,F,A,3
654,32300,0.911704312,0,0,0,STNWG,3,F,B,3
655,11600,0.851471595,0,0,0,UTE,4,M,A,2
656,7200,0.911704312,0,0,0,HBACK,4,F,A,5
657,16500,0.90349076,0,0,0,STNWG,4,M,C,3
658,19700,0.016427105,0,0,0,SEDAN,2,F,A,4
659,13200,0.147843943,0,0,0,STNWG,4,F,D,2
660,42800,0.752908967,0,0,0,STNWG,1,M,A,3
661,11700,0.224503765,0,0,0,STNWG,4,M,E,1
662,16400,0.925393566,0,0,0,SEDAN,2,M,C,4
663,23900,0.908966461,1,1,2981.809998,HDTOP,2,M,C,4
664,12800,0.911704312,0,0,0,STNWG,4,F,F,3
665,4500,0.344969199,0,0,0,SEDAN,4,M,B,6
666,4400,0.908966461,0,0,0,STNWG,4,F,B,5
667,9700,0.147843943,0,0,0,SEDAN,3,F,C,4
668,25000,0.752908967,0,0,0,SEDAN,1,M,A,3
669,28100,0.908966461,0,0,0,STNWG,3,M,C,4
670,35900,0.884325804,1,1,231.96,SEDAN,4,F,A,4
671,15700,0.147843943,0,0,0,HDTOP,4,M,C,5
672,14900,0.906228611,0,0,0,SEDAN,3,F,E,4
673,7700,0.147843943,0,0,0,SEDAN,4,F,C,5
674,17600,0.090349076,0,0,0,HBACK,2,M,D,5
675,22700,0.021902806,0,0,0,SEDAN,2,F,C,6
676,17200,0.147843943,0,0,0,SEDAN,2,M,A,5
677,17600,0.739219713,0,0,0,HDTOP,3,F,B,4
678,35700,0.908966461,0,0,0,UTE,2,M,E,5
679,7300,0.906228611,0,0,0,SEDAN,4,M,C,5
680,4000,0.911704312,0,0,0,SEDAN,4,F,C,4
681,14600,0.720054757,0,0,0,MIBUS,3,F,B,2
682,34800,0.443531828,0,0,0,SEDAN,1,F,B,3
683,14300,0.906228611,0,0,0,HDTOP,4,M,D,2
684,7800,0.235455168,0,0,0,HBACK,3,F,C,3
685,12900,0.851471595,0,0,0,SEDAN,3,F,C,2
686,13600,0.906228611,0,0,0,TRUCK,3,M,D,4
687,20100,0.856947296,0,0,0,SEDAN,1,F,F,5
688,10100,0.093086927,0,0,0,STNWG,4,F,C,6
689,8800,0.906228611,0,0,0,HBACK,3,F,C,4
690,13900,0.342231348,0,0,0,HBACK,3,M,C,4
691,13600,0.925393566,0,0,0,HBACK,2,F,A,4
692,25200,0.323066393,0,0,0,STNWG,3,F,C,1
693,30200,0.906228611,0,0,0,STNWG,3,M,B,5
694,18300,0.544832307,0,0,0,STNWG,4,M,B,3
695,7300,0.906228611,0,0,0,SEDAN,4,M,B,3
696,6200,0.147843943,0,0,0,SEDAN,4,F,A,5
697,15400,0.238193019,0,0,0,SEDAN,1,F,A,1
698,21200,0.906228611,0,0,0,STNWG,3,F,B,3
699,10600,0.906228611,0,0,0,HBACK,3,F,B,5
700,4400,0.922655715,0,0,0,SEDAN,4,M,A,4
701,11100,0.906228611,1,1,200,HBACK,3,F,A,6
702,13600,0.906228611,0,0,0,STNWG,4,M,B,2
703,30400,0.999315537,0,0,0,TRUCK,3,M,E,4
704,34300,0.224503765,0,0,0,UTE,1,F,C,1
705,22300,0.73100616,0,0,0,HBACK,1,F,B,3
706,12300,0.851471595,0,0,0,HBACK,2,M,C,5
707,7100,0.147843943,0,0,0,HBACK,3,M,C,4
708,10800,0.851471595,0,0,0,SEDAN,3,F,D,6
709,20000,0.906228611,0,0,0,HBACK,2,F,A,4
710,16400,0.246406571,0,0,0,STNWG,4,M,F,4
711,27600,0.906228611,0,0,0,STNWG,1,F,C,5
712,15500,0.147843943,0,0,0,HDTOP,3,M,A,5
713,9600,0.142368241,0,0,0,STNWG,3,M,C,5
714,49000,0.153319644,0,0,0,SEDAN,1,F,B,5
715,17400,0.090349076,0,0,0,HBACK,2,F,E,1
716,21400,0.027378508,0,0,0,STNWG,3,M,B,3
717,19200,0.147843943,0,0,0,SEDAN,1,F,C,4
718,14500,0.999315537,0,0,0,TRUCK,4,F,C,2
719,6000,0.147843943,0,0,0,STNWG,4,F,D,3
720,43490,0.509240246,0,0,0,UTE,1,M,A,5
721,26500,0.147843943,0,0,0,SEDAN,1,F,D,4
722,30800,0.147843943,0,0,0,STNWG,3,M,D,4
723,9000,0.525667351,0,0,0,HBACK,3,M,A,2
724,15300,0.147843943,0,0,0,SEDAN,2,M,A,6
725,4400,0.851471595,0,0,0,UTE,4,M,D,2
726,17200,0.525667351,0,0,0,STNWG,3,M,C,2
727,6700,0.147843943,0,0,0,STNWG,4,F,A,2
728,11000,0.093086927,0,0,0,SEDAN,4,M,B,4
729,8500,0.911704312,0,0,0,HBACK,3,M,C,4
730,5400,0.057494867,0,0,0,HBACK,4,F,B,5
731,11400,0.911704312,1,2,1043.699999,SEDAN,3,F,C,4
732,17100,0.147843943,0,0,0,SEDAN,2,F,C,5
733,12900,0.911704312,0,0,0,SEDAN,3,F,B,2
734,12100,0.087611225,0,0,0,HBACK,3,F,C,5
735,4100,0.908966461,0,0,0,HBACK,4,F,B,4
736,9300,0.90349076,0,0,0,HBACK,3,F,A,4
737,18000,0.120465435,0,0,0,SEDAN,1,F,C,3
738,19700,0.334017796,0,0,0,STNWG,2,F,A,2
739,16100,0.295687885,0,0,0,STNWG,4,M,C,4
740,25200,0.999315537,0,0,0,TRUCK,3,M,E,2
741,14800,0.5229295,0,0,0,HBACK,1,M,A,5
742,11000,0.147843943,0,0,0,STNWG,3,M,F,2
743,36400,0.317590691,0,0,0,STNWG,2,F,F,2
744,37200,0.147843943,0,0,0,STNWG,2,F,D,4
745,15200,0.911704312,0,0,0,SEDAN,2,F,B,4
746,3900,0.147843943,0,0,0,UTE,4,F,A,3
747,56100,0.134154689,0,0,0,COUPE,1,F,B,3
748,40000,0.999315537,0,0,0,STNWG,3,M,C,4
749,6200,0.911704312,0,0,0,STNWG,4,F,B,6
750,24400,0.090349076,0,0,0,STNWG,3,F,A,3
751,7300,0.908966461,0,0,0,SEDAN,4,M,A,6
752,8200,0.476386037,0,0,0,UTE,4,M,C,2
753,33900,0.219028063,0,0,0,STNWG,2,M,C,2
754,15700,0.224503765,0,0,0,SEDAN,2,F,D,5
755,31700,0.002737851,0,0,0,UTE,1,M,B,1
756,14800,0.908966461,0,0,0,HBACK,2,M,C,3
757,11700,0.525667351,0,0,0,SEDAN,2,M,E,5
758,16400,0.908966461,1,1,1114.189999,HBACK,2,F,C,4
759,7900,0.908966461,0,0,0,UTE,4,F,B,5
760,42290,0.722792608,0,0,0,UTE,1,F,B,1
761,15600,0.908966461,0,0,0,UTE,3,M,E,5
762,19600,0.090349076,0,0,0,HBACK,3,M,E,2
763,16200,0.908966461,0,0,0,SEDAN,3,M,D,4
764,41100,0.246406571,0,0,0,TRUCK,1,M,E,2
765,29700,0.224503765,0,0,0,STNWG,1,F,C,1
766,18500,0.906228611,0,0,0,STNWG,4,F,C,5
767,17700,0.224503765,0,0,0,STNWG,3,F,D,2
768,21200,0.421629021,0,0,0,STNWG,2,M,A,2
769,13900,0.525667351,0,0,0,UTE,3,F,E,2
770,25400,0.224503765,0,0,0,STNWG,3,F,A,3
771,19500,0.073921971,0,0,0,SEDAN,1,F,A,5
772,12900,0.093086927,0,0,0,STNWG,4,M,C,2
773,11300,0.093086927,0,0,0,STNWG,4,F,B,5
774,26065,0.046543463,0,0,0,UTE,2,M,C,5
775,3900,0.906228611,0,0,0,SEDAN,4,F,A,6
776,29600,0.093086927,0,0,0,STNWG,3,M,E,6
777,6000,0.090349076,0,0,0,HBACK,4,M,C,5
778,17300,0.906228611,0,0,0,HBACK,2,F,C,5
779,20990,0.999315537,0,0,0,HBACK,1,M,C,4
780,47800,0.911704312,0,0,0,STNWG,2,F,F,2
781,17800,0.906228611,0,0,0,SEDAN,2,F,C,5
782,24400,0.90349076,0,0,0,SEDAN,1,F,A,4
783,41700,0.733744011,0,0,0,STNWG,2,F,F,2
784,3000,0.925393566,0,0,0,HBACK,4,F,A,4
785,9500,0.908966461,0,0,0,SEDAN,4,F,C,4
786,23500,0.90349076,1,1,200,SEDAN,2,M,C,2
787,14500,0.525667351,0,0,0,STNWG,2,F,C,3
788,12500,0.073921971,0,0,0,SEDAN,4,F,C,4
789,14300,0.906228611,0,0,0,SEDAN,3,M,B,2
790,15500,0.911704312,0,0,0,SEDAN,3,M,A,5
791,22200,0.093086927,0,0,0,SEDAN,1,F,C,6
792,10500,0.908966461,0,0,0,HBACK,2,F,A,5
793,19200,0.090349076,0,0,0,HDTOP,3,F,C,2
794,17000,0.908966461,0,0,0,SEDAN,2,F,B,3
795,2700,0.224503765,0,0,0,HBACK,4,M,C,2
796,12900,0.908966461,1,1,1753.889999,SEDAN,3,F,E,6
797,40900,0.750171116,0,0,0,UTE,1,M,E,3
798,15300,0.161533196,0,0,0,STNWG,4,M,E,3
799,7300,0.090349076,0,0,0,HBACK,4,M,B,6
800,18300,0.777549624,0,0,0,STNWG,3,F,C,2
801,18800,0.090349076,0,0,0,STNWG,4,F,E,4
802,12400,0.908966461,0,0,0,SEDAN,3,M,C,6
803,7400,0.210814511,0,0,0,HBACK,3,M,A,3
804,35900,0.090349076,0,0,0,STNWG,2,M,C,3
805,10800,0.41615332,0,0,0,SEDAN,4,M,C,4
806,15500,0.093086927,0,0,0,SEDAN,3,F,C,1
807,12600,0.906228611,0,0,0,HBACK,2,M,C,4
808,18500,0.906228611,0,0,0,HBACK,2,F,C,3
809,14800,0.093086927,0,0,0,HBACK,3,F,B,2
810,3400,0.906228611,0,0,0,HBACK,4,F,A,4
811,8400,0.525667351,0,0,0,STNWG,4,M,A,5
812,17300,0.90349076,0,0,0,SEDAN,2,F,C,5
813,6800,0.525667351,0,0,0,SEDAN,4,F,E,4
814,4400,0.224503765,0,0,0,SEDAN,4,F,C,1
815,13300,0.5229295,0,0,0,HBACK,2,F,C,3
816,30200,0.925393566,0,0,0,STNWG,3,F,A,2
817,19700,0.224503765,0,0,0,STNWG,4,M,F,2
818,16200,0.525667351,0,0,0,SEDAN,2,M,D,6
819,16500,0.6954141,1,1,11469.09,STNWG,4,M,F,1
820,10700,0.224503765,0,0,0,STNWG,4,F,E,3
821,14700,0.095824778,0,0,0,SEDAN,2,M,C,5
822,13600,0.224503765,0,0,0,HBACK,1,M,B,3
823,12900,0.925393566,0,0,0,SEDAN,3,M,E,3
824,3500,0.292950034,0,0,0,HBACK,4,F,A,6
825,11200,0.925393566,0,0,0,STNWG,4,M,E,3
826,27100,0.925393566,0,0,0,STNWG,2,F,C,2
827,33700,0.224503765,0,0,0,SEDAN,2,M,B,6
828,11600,0.224503765,0,0,0,HBACK,2,F,A,1
829,23300,0.306639288,0,0,0,HDTOP,2,M,C,4
830,19900,0.90349076,1,1,200.0000111,STNWG,2,M,B,3
831,3100,0.224503765,0,0,0,SEDAN,4,M,C,6
832,40500,0.098562628,0,0,0,STNWG,2,M,B,2
833,18600,0.073921971,0,0,0,HBACK,2,F,C,2
834,26500,0.095824778,0,0,0,UTE,3,M,E,2
835,31900,0.895277207,0,0,0,STNWG,1,M,F,2
836,47900,0.339493498,0,0,0,STNWG,2,F,C,2
837,20300,0.076659822,0,0,0,HBACK,2,F,A,4
838,26300,0.925393566,0,0,0,STNWG,4,M,C,2
839,16300,0.221765914,0,0,0,SEDAN,1,F,D,4
840,12200,0.224503765,0,0,0,HBACK,3,F,F,1
841,18200,0.287474333,0,0,0,SEDAN,2,F,B,4
842,26800,0.03559206,0,0,0,SEDAN,1,M,C,2
843,21800,0.002737851,0,0,0,UTE,3,M,C,1
844,7300,0.073921971,0,0,0,HBACK,4,F,A,5
845,9500,0.90349076,0,0,0,SEDAN,4,M,B,5
846,9500,0.90349076,0,0,0,SEDAN,4,F,D,3
847,13000,0.317590691,0,0,0,SEDAN,3,F,B,4
848,13800,0.90349076,0,0,0,SEDAN,2,M,B,6
849,61400,0.216290212,0,0,0,STNWG,2,M,A,2
850,35700,0.095824778,0,0,0,HBACK,2,F,A,2
851,15900,0.221765914,0,0,0,SEDAN,2,F,C,2
852,9700,0.221765914,0,0,0,SEDAN,3,F,C,4
853,13000,0.292950034,0,0,0,SEDAN,3,M,D,4
854,15800,0.744695414,0,0,0,SEDAN,3,M,C,6
855,11000,0.213552361,0,0,0,STNWG,3,F,B,3
856,16300,0.224503765,0,0,0,HBACK,3,F,A,4
857,39900,0.5229295,0,0,0,STNWG,2,F,C,2
858,6400,0.848733744,0,0,0,HBACK,4,F,A,4
859,13000,0.156057495,0,0,0,HBACK,2,M,B,5
860,13600,0.898015058,0,0,0,HBACK,2,F,F,4
861,32000,0.095824778,0,0,0,STNWG,2,M,A,3
862,13200,0.90349076,0,0,0,COUPE,3,M,A,3
863,56990,0.999315537,0,0,0,STNWG,1,M,B,2
864,10400,0.717316906,1,1,200,HBACK,2,F,C,4
865,47000,0.848733744,0,0,0,STNWG,1,M,F,2
866,32200,0.306639288,0,0,0,UTE,2,M,E,2
867,40500,0.221765914,0,0,0,STNWG,2,M,A,4
868,19100,0.306639288,0,0,0,SEDAN,2,F,A,2
869,14600,0.999315537,0,0,0,SEDAN,2,F,A,4
870,3500,0.62422998,0,0,0,SEDAN,4,M,A,5
871,14000,0.807665982,0,0,0,SEDAN,3,M,A,5
872,29000,0.848733744,0,0,0,SEDAN,1,F,E,5
873,7100,0.90349076,0,0,0,HBACK,4,F,B,4
874,3100,0.221765914,0,0,0,SEDAN,4,F,C,2
875,13300,0.221765914,0,0,0,STNWG,4,M,C,3
876,10400,0.848733744,0,0,0,HBACK,2,F,C,1
877,12200,0.999315537,0,0,0,HBACK,3,F,A,3
878,19500,0.643394935,0,0,0,SEDAN,1,F,C,6
879,24600,0.221765914,0,0,0,SEDAN,1,F,D,4
880,16800,0.095824778,0,0,0,MIBUS,4,F,C,3
881,19900,0.197125257,0,0,0,HBACK,1,M,C,2
882,7700,0.90349076,0,0,0,SEDAN,4,M,A,1
883,13000,0.90349076,0,0,0,HBACK,2,F,B,1
884,8200,0.922655715,0,0,0,SEDAN,4,F,C,4
885,8400,0.90349076,0,0,0,SEDAN,3,F,C,1
886,33400,0.306639288,0,0,0,STNWG,3,M,F,2
887,9700,0.848733744,0,0,0,SEDAN,3,M,C,1
888,18800,0.90349076,0,0,0,HBACK,3,M,B,5
889,18500,0.900752909,0,0,0,HBACK,2,M,A,3
890,46000,0.355920602,0,0,0,STNWG,2,F,A,3
891,18600,0.221765914,0,0,0,HBACK,1,M,D,3
892,22400,0.90349076,0,0,0,MIBUS,3,F,B,3
893,11900,0.197125257,0,0,0,SEDAN,4,F,A,5
894,10700,0.246406571,0,0,0,SEDAN,3,M,C,4
895,11200,0.010951403,0,0,0,HBACK,2,M,A,3
896,18500,0.922655715,0,0,0,SEDAN,2,M,A,2
897,5000,0.221765914,0,0,0,SEDAN,4,F,A,4
898,25200,0.342231348,0,0,0,STNWG,3,M,E,3
899,16300,0.221765914,0,0,0,HBACK,2,F,C,3
900,20000,0.640657084,0,0,0,SEDAN,2,F,D,4
901,16900,0.221765914,0,0,0,COUPE,3,F,C,4
902,40800,0.246406571,0,0,0,STNWG,2,F,F,3
903,35900,0.922655715,0,0,0,STNWG,2,M,F,4
904,14300,0.221765914,0,0,0,HBACK,1,M,B,4
905,29800,0.095824778,0,0,0,STNWG,1,F,B,3
906,3900,0.254620123,0,0,0,HBACK,4,F,B,2
907,23500,0.221765914,0,0,0,UTE,2,M,A,1
908,25600,0.336755647,0,0,0,UTE,2,M,C,2
909,54400,0.90349076,0,0,0,COUPE,1,M,A,2
910,16300,0.640657084,1,2,1255.539997,SEDAN,2,F,A,3
911,12000,0.90349076,0,0,0,SEDAN,4,F,A,3
912,30800,0.027378508,0,0,0,HDTOP,3,F,A,2
913,31500,0.191649555,0,0,0,SEDAN,2,F,A,1
914,6800,0.246406571,0,0,0,SEDAN,4,F,A,1
